NGDC_Ship,NGDC_Cruise,NGDC_Sample,NGDC_Serial,NGDC_Comment,Location,Location Type,Expedition,Location ID,Site,Hole,SiteHole,Original ID,Hole ID,Platform,Date,Water Depth (m),Country,State_Province,County_Region,PI,Lat,Long,Elevation,Position,Storage Location Working,Storage Location Archive,Sample Type,Comment,mblf T,mblf B,Metadata Source,Google Earth Comment Field,serial,,
ground,AQABA,AQABA-AQA04-1L,50,Country: Jordan / State/Province:  / County/Region: ,Aqaba,paleolake,AQABA,AQA,1,L,1L,CA-12-1,AQABA-AQA04-1L,ground,20041231,0,Jordan,,,"Alivia Allison, Molly Davies",29.58333,35.01667,69,general (location within lake/site unknown or not digitized),U.MO-Kansas City,U.MO-Kansas City,core,,0,2.905,PI,LacCoreID: AQABA-AQA04-1L / FieldID: CA-12-1 / Date: 2004-12-31 / Water Depth: 0m / Sediment Depth: 0-2.905m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,347,,269
ground,AQABA,AQABA-AQA04-1M,51,Country: Jordan / State/Province:  / County/Region: ,Aqaba,paleolake,AQABA,AQA,1,M,1M,,AQABA-AQA04-1M,ground,20041231,0,Jordan,,,"Alivia Allison, Molly Davies",29.58333,35.01667,69,general (location within lake/site unknown or not digitized),U.MO-Kansas City,U.MO-Kansas City,core,,0,,PI,LacCoreID: AQABA-AQA04-1M / FieldID:  / Date: 2004-12-31 / Water Depth: 0m / Sediment Depth: 0-m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,348,,270
unknown,WRFP,WRFP-ARM08-1A,52,Country: USA / State/Province: Arkansas / County/Region: White,Arm Lake,lake,WRFP,ARM,1,A,1A,,WRFP-ARM08-1A,unknown,20080804,1.8,USA,Arkansas,White,"Ruchi Bhattacharya, Sonja Hausman",35.40753333,-91.39486667,58,exact (read from GPS),University of Arkansas,LacCore_MRPH,core,,0,0.91,PI,LacCoreID: WRFP-ARM08-1A / FieldID:  / Date: 2008-08-04 / Water Depth: 1.8m / Sediment Depth: 0-0.91m / Position: exact (read from GPS) / Sample Type: core,3799,,4911
unknown,ICE2,ICE2-ARNS04-1A,53,Country: iceland / State/Province:  / County/Region: ,Arnarvatn Stora,lake,ICE2,ARNS,1,A,1A,04-ARNS-01,ICE2-ARNS04-1A,unknown,20041231,,iceland,,,"Yarrow Axford, Gifford Miller",65.4986,-19.6645,370,general (location within lake/site unknown or not digitized),CU-Boulder,CU-Boulder,core,,,,PI,LacCoreID: ICE2-ARNS04-1A / FieldID: 04-ARNS-01 / Date: 2004-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1774,,
unknown,MCWD,MCWD-ABRN07-1A,54,Country: USA / State/Province: Minnesota / County/Region: Carver,Auburn Lake,lake,MCWD,ABRN,1,A,1A,Auburn Lake,MCWD-ABRN07-1A,unknown,20071231,23.8,USA,Minnesota,Carver,"Joy Ramstack, Mark Edlund",44.86794,-93.69347,288,exact (read from GPS),SCWRS,SCWRS,core,,0.42,1.943,PI,LacCoreID: MCWD-ABRN07-1A / FieldID: Auburn Lake / Date: 2007-12-31 / Water Depth: 23.8m / Sediment Depth: 0.42-1.943m / Position: exact (read from GPS) / Sample Type: core,2506,,3095
unknown,SCONI,SCONI-AUS98-1A,55,Country: USA / State/Province: Wisconsin / County/Region: Burnett,Austin Lake,lake,SCONI,AUS,1,A,1A,,SCONI-AUS98-1A,unknown,19981231,,USA,Wisconsin,Burnett,Amy Myrbo,45.8889,-92.2722,294,general (location within lake/site unknown or not digitized),,,core,,,,PI,LacCoreID: SCONI-AUS98-1A / FieldID:  / Date: 1998-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,3199,,403
unknown,UNCC,UNCC-AB07-1A,56,Country: USA / State/Province: Colorado / County/Region: Conejos,Azul Bog,wetland,UNCC,AB,1,A,1A,AB 1,UNCC-AB07-1A,unknown,20070719,0,USA,Colorado,Conejos,"John Diemer, Missy Epps",37.23421393,-106.6251732,3486,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,2.93,PI,LacCoreID: UNCC-AB07-1A / FieldID: AB 1 / Date: 2007-07-19 / Water Depth: 0m / Sediment Depth: 0-2.93m / Position: exact (read from GPS) / Sample Type: core,3635,,3035
unknown,FBOM,FBOM-LBV08-5A,57,Country: Brazil / State/Province: Mato Grosso do Sul / County/Region: ,Baia Conceicao,lake,FBOM,LBV,5,A,5A,FBOM-LBV08-5A,FBOM-LBV08-5A,unknown,20080816,2.99,Brazil,Mato Grosso do Sul,,"Mike McGlue, Andy Cohen",-18.349,-57.5704,86,exact (read from GPS),LacCore_COMO,LacCore_COMO,core,,0,4.6,PI,LacCoreID: FBOM-LBV08-5A / FieldID: FBOM-LBV08-5A / Date: 2008-08-16 / Water Depth: 2.98704m / Sediment Depth: 0-4.6m / Position: exact (read from GPS) / Sample Type: core,1296,,4367
unknown,FBOM,FBOM-LBV08-10A,58,Country: Brazil / State/Province: Mato Grosso do Sul / County/Region: ,Baia Conceicao,lake,FBOM,LBV,10,A,10A,FBOM-LBV08-10A,FBOM-LBV08-10A,unknown,20080817,3.11,Brazil,Mato Grosso do Sul,,"Mike McGlue, Andy Cohen",-18.3481,-57.5701,86,exact (read from GPS),LacCore_COMO,LacCore_COMO,core,,0,1.3,PI,LacCoreID: FBOM-LBV08-10A / FieldID: FBOM-LBV08-10A / Date: 2008-08-17 / Water Depth: 3.10896m / Sediment Depth: 0-1.3m / Position: exact (read from GPS) / Sample Type: core,1297,,4368
unknown,FBOM,FBOM-LBV08-8A,59,Country: Brazil / State/Province: Mato Grosso do Sul / County/Region: ,Baia Conceicao,lake,FBOM,LBV,8,A,8A,FBOM-LBV08-8A,FBOM-LBV08-8A,unknown,20080816,3.35,Brazil,Mato Grosso do Sul,,"Mike McGlue, Andy Cohen",-18.3758,-57.5398,86,exact (read from GPS),LacCore_COMO,LacCore_COMO,core,,0,6.4,PI,LacCoreID: FBOM-LBV08-8A / FieldID: FBOM-LBV08-8A / Date: 2008-08-16 / Water Depth: 3.3528m / Sediment Depth: 0-6.4m / Position: exact (read from GPS) / Sample Type: core,1298,,4369
unknown,FBOM,FBOM-BG07-1A,60,Country: Brazil / State/Province: Mato Grosso do Sul / County/Region: ,Baia Grande,lake,FBOM,BG,1,A,1A,FBOM-BG07-1HC,FBOM-BG07-1A,unknown,20071231,1.41,Brazil,Mato Grosso do Sul,,"Mike McGlue, Andy Cohen",-18.285817,-57.432209,92,exact (read from GPS),LacCore_COMO,LacCore_COMO,core,,0,0.78,PI,LacCoreID: FBOM-BG07-1A / FieldID: FBOM-BG07-1HC / Date: 2007-12-31 / Water Depth: 1.41m / Sediment Depth: 0-0.78m / Position: exact (read from GPS) / Sample Type: core,1292,,4370
unknown,PEAT,PEAT-BHB81-43A,61,Country: USA / State/Province: Maine / County/Region: Great Cranberry Island,Bar Harbor,wetland,PEAT,BHB,43,A,43A,8143,PEAT-BHB81-43A,unknown,19811231,,USA,Maine,Great Cranberry Island,"Paul Glaser, Eville Gorham, Joannes Janssens",44.25,-68.25,3,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,,,"Bell, Publication",LacCoreID: PEAT-BHB81-43A / FieldID: 8143 / Date: 1981-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2978,,4633
unknown,OJB2,OJB2-BA08-1A,62,Country: Canada / State/Province: Ontario / County/Region: ,Barber's Bay,lake,OJB2,BA,1,A,1A,BB08,OJB2-BA08-1A,unknown,20080225,14.6,Canada,Ontario,,"Justin Stroup, Andy Breckenridge, Thomas Lowell",48.61496,-80.90916,273,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,1.9,15.4,PI,LacCoreID: OJB2-BA08-1A / FieldID: BB08 / Date: 2008-02-25 / Water Depth: 14.6304m / Sediment Depth: 1.9-15.4m / Position: exact (read from GPS) / Sample Type: core,2889,,3190
ice,BS2,BS2-BAR07-1A,63,Country: USA / State/Province: Minnesota / County/Region: Grant,Barrett lake,lake,BS2,BAR,1,A,1A,,BS2-BAR07-1A,ice,20071231,,USA,Minnesota,Grant,Tom Lowell,45.91732,-95.88561,350,exact (read from GPS),University of Cincinnati,University of Cincinnati,core,,,,PI,LacCoreID: BS2-BAR07-1A / FieldID:  / Date: 2007-12-31 / Water Depth: m / Sediment Depth: -m / Position: exact (read from GPS) / Sample Type: core,646,,5577
ice,BS2,BS2-BAR07-2A,64,Country: USA / State/Province: Minnesota / County/Region: Grant,Barrett lake,lake,BS2,BAR,2,A,2A,,BS2-BAR07-2A,ice,20071231,,USA,Minnesota,Grant,Tom Lowell,45.91773,-95.87894,350,exact (read from GPS),University of Cincinnati,University of Cincinnati,core,,,,PI,LacCoreID: BS2-BAR07-2A / FieldID:  / Date: 2007-12-31 / Water Depth: m / Sediment Depth: -m / Position: exact (read from GPS) / Sample Type: core,647,,5578
unknown,ESP4,ESP4-BSM08-1A,65,Country: Spain / State/Province: Aragón / County/Region: ,Basa de la Mora,lake,ESP4,BSM,1,A,1A,,ESP4-BSM08-1A,unknown,20081231,3.37,Spain,Aragón,,Blas Valero-Garces,42.54751888,0.326518594,1945,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0.55,13.05,PI,LacCoreID: ESP4-BSM08-1A / FieldID:  / Date: 2008-12-31 / Water Depth: 3.37m / Sediment Depth: 0.55-13.05m / Position: exact (read from GPS) / Sample Type: core,1222,,1098
unknown,ESP4,ESP4-BSM08-1B,66,Country: Spain / State/Province: Aragón / County/Region: ,Basa de la Mora,lake,ESP4,BSM,1,B,1B,,ESP4-BSM08-1B,unknown,20081231,3.37,Spain,Aragón,,Blas Valero-Garces,42.54751888,0.326518594,1945,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.49,PI,LacCoreID: ESP4-BSM08-1B / FieldID:  / Date: 2008-12-31 / Water Depth: 3.37m / Sediment Depth: 0-0.49m / Position: exact (read from GPS) / Sample Type: core,1223,,1099
unknown,ESP4,ESP4-BSM08-2A,67,Country: Spain / State/Province: Aragón / County/Region: ,Basa de la Mora,lake,ESP4,BSM,2,A,2A,,ESP4-BSM08-2A,unknown,20081231,1.8,Spain,Aragón,,Blas Valero-Garces,42.54654044,0.327035333,1945,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0.4,12.85,PI,LacCoreID: ESP4-BSM08-2A / FieldID:  / Date: 2008-12-31 / Water Depth: 1.8m / Sediment Depth: 0.4-12.85m / Position: exact (read from GPS) / Sample Type: core,1224,,1100
unknown,ESP4,ESP4-BSM08-2B,68,Country: Spain / State/Province: Aragón / County/Region: ,Basa de la Mora,lake,ESP4,BSM,2,B,2B,,ESP4-BSM08-2B,unknown,20081231,1.8,Spain,Aragón,,Blas Valero-Garces,42.54654044,0.327035333,1945,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,,PI,LacCoreID: ESP4-BSM08-2B / FieldID:  / Date: 2008-12-31 / Water Depth: 1.8m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,1225,,1101
ice,ALCOVE,ALCOVE-BAS08-1A,69,Country: USA / State/Province: Wisconsin / County/Region: Barron,Bass Lake,lake,ALCOVE,BAS,1,A,1A,,ALCOVE-BAS08-1A,ice,20080219,3.13,USA,Wisconsin,Barron,Kate Pound,45.29738333,-91.59993333,317,exact (read from GPS),consumed,consumed,core,,0,,PI,LacCoreID: ALCOVE-BAS08-1A / FieldID:  / Date: 2008-02-19 / Water Depth: 3.13m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,274,,3296
unknown,SHANE,SHANE-14273-1A,70,Country: USA / State/Province: Ohio / County/Region: Portage,Battaglia Bog,wetland,SHANE,142,1,A,1A,,SHANE-14273-1A,unknown,19731231,,USA,Ohio,Portage,Linda Shane,41.1438,-81.3286,328,exact (read from GPS),LacCore_Bell,LacCore_Bell,core,,0,5.24,,LacCoreID: SHANE-14273-1A / FieldID:  / Date: 1973-12-31 / Water Depth: m / Sediment Depth: 0-5.24m / Position: exact (read from GPS) / Sample Type: core,3215,,3664
unknown,BARR,BARR-BATT09-1A,71,Country: USA / State/Province: Minnesota  / County/Region: Washington,Battle Creek Lake,lake,BARR,BATT,1,A,1A,Battle Creek Lake,BARR-BATT09-1A,unknown,20090421,3.06,USA,Minnesota ,Washington,Joy Ramstack,44.94485,-92.97398333,291,exact (read from GPS),SCWRS,SCWRS,core,,0,1.62,PI,LacCoreID: BARR-BATT09-1A / FieldID: Battle Creek Lake / Date: 2009-04-21 / Water Depth: 3.06m / Sediment Depth: 0-1.62m / Position: exact (read from GPS) / Sample Type: core,419,,3093
unknown,YNP,YNP-BTG04-1A,72,Country: USA / State/Province: Washington / County/Region: Clark,Battle ground Lake,lake,YNP,BTG,1,A,1A,Core BG04A,YNP-BTG04-1A,unknown,20040601,16.13,USA,Washington,Clark,"Megan Walsh, Cathy Whitlock",45.80507,-122.494198,155,approximate (location/coordinates identified on a map),Oregon State University,Oregon State University,core,,5.98,8.05,PI,LacCoreID: YNP-BTG04-1A / FieldID: Core BG04A / Date: 2004-06-01 / Water Depth: 16.13m / Sediment Depth: 5.98-8.05m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,3880,,4178
unknown,YNP,YNP-BTG04-1B,73,Country: USA / State/Province: Washington / County/Region: Clark,Battle ground Lake,lake,YNP,BTG,1,B,1B,Core BG04B,YNP-BTG04-1B,unknown,20040601,16.13,USA,Washington,Clark,"Megan Walsh, Cathy Whitlock",45.80507,-122.494198,155,approximate (location/coordinates identified on a map),Oregon State University,Oregon State University,core,,5.72,9.32,PI,LacCoreID: YNP-BTG04-1B / FieldID: Core BG04B / Date: 2004-06-01 / Water Depth: 16.13m / Sediment Depth: 5.72-9.32m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,3881,,4179
unknown,WMO,WMO-BYN08-1A,74,Country: Mongolia / State/Province:  / County/Region: ,Bayan Nuur III,lake,WMO,BYN,1,A,1A,BAYAN III,WMO-BYN08-1A,unknown,20080802,13.5,Mongolia,,,Thijs Van der Meeren,50.0169,93.98963,929,exact (read from GPS),LacCore_MRPH,LacCore_MRPH,core,,0,2.21,PI,LacCoreID: WMO-BYN08-1A / FieldID: BAYAN III / Date: 2008-08-02 / Water Depth: 13.5m / Sediment Depth: 0-2.21m / Position: exact (read from GPS) / Sample Type: core,3796,,5357
Kerry Kelts,GLAD1,GLAD1-BL00-1A,75,Country: USA / State/Province: Utah/Idaho / County/Region: Rich,Bear Lake,lake,GLAD1,BL,1,A,1A,,GLAD1-BL00-1A,Kerry Kelts,20001231,51.2,USA,Utah/Idaho,Rich,"David Dinter, Brian Haskell, Doug Schnurrenberger, Manuel Palacios, Joe Rosenbaum, Walt Dean, Andy Cohen",41.95175,-111.3082,1807,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0.03,0.51,PI,LacCoreID: GLAD1-BL00-1A / FieldID:  / Date: 2000-12-31 / Water Depth: 51.16m / Sediment Depth: 0.03-0.51m / Position: exact (read from GPS) / Sample Type: core,1432,,2061
Kerry Kelts,GLAD1,GLAD1-BL00-1B,76,Country: USA / State/Province: Utah/Idaho / County/Region: Rich,Bear Lake,lake,GLAD1,BL,1,B,1B,,GLAD1-BL00-1B,Kerry Kelts,20001231,51.2,USA,Utah/Idaho,Rich,"David Dinter, Brian Haskell, Doug Schnurrenberger, Manuel Palacios, Joe Rosenbaum, Walt Dean, Andy Cohen",41.95175,-111.3082,1807,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,0,PI,LacCoreID: GLAD1-BL00-1B / FieldID:  / Date: 2000-12-31 / Water Depth: 51.2m / Sediment Depth: 0-0m / Position: exact (read from GPS) / Sample Type: core,1433,,2062
Kerry Kelts,GLAD1,GLAD1-BL00-1C,77,Country: USA / State/Province: Utah/Idaho / County/Region: Rich,Bear Lake,lake,GLAD1,BL,1,C,1C,,GLAD1-BL00-1C,Kerry Kelts,20001231,51.2,USA,Utah/Idaho,Rich,"David Dinter, Brian Haskell, Doug Schnurrenberger, Manuel Palacios, Joe Rosenbaum, Walt Dean, Andy Cohen",41.95175,-111.3082,1807,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,2.24,PI,LacCoreID: GLAD1-BL00-1C / FieldID:  / Date: 2000-12-31 / Water Depth: 51.2m / Sediment Depth: 0-2.24m / Position: exact (read from GPS) / Sample Type: core,1434,,2063
Kerry Kelts,GLAD1,GLAD1-BL00-1D,78,Country: USA / State/Province: Utah/Idaho / County/Region: Rich,Bear Lake,lake,GLAD1,BL,1,D,1D,,GLAD1-BL00-1D,Kerry Kelts,20000910,51.2,USA,Utah/Idaho,Rich,"David Dinter, Brian Haskell, Doug Schnurrenberger, Manuel Palacios, Joe Rosenbaum, Walt Dean, Andy Cohen",41.95175,-111.3082,1807,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0.4,100.47,PI,LacCoreID: GLAD1-BL00-1D / FieldID:  / Date: 2000-09-10 / Water Depth: 51.2m / Sediment Depth: 0.4-100.47m / Position: exact (read from GPS) / Sample Type: core,1435,,2064
Kerry Kelts,GLAD1,GLAD1-BL00-1E,79,Country: USA / State/Province: Utah/Idaho / County/Region: Rich,Bear Lake,lake,GLAD1,BL,1,E,1E,,GLAD1-BL00-1E,Kerry Kelts,20000910,51.2,USA,Utah/Idaho,Rich,"David Dinter, Brian Haskell, Doug Schnurrenberger, Manuel Palacios, Joe Rosenbaum, Walt Dean, Andy Cohen",41.95175,-111.3082,1807,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,120.65,PI,LacCoreID: GLAD1-BL00-1E / FieldID:  / Date: 2000-09-10 / Water Depth: 51.2m / Sediment Depth: 0-120.65m / Position: exact (read from GPS) / Sample Type: core,1436,,2065
unknown,KELTS,KELTS-BL96-1A,80,Country: USA / State/Province: Utah/Idaho / County/Region: Rich,Bear Lake,lake,KELTS,BL,1,A,1A,G,KELTS-BL96-1A,unknown,19961231,,USA,Utah/Idaho,Rich,Kerry Kelts,42,-111.34,1807,general (location within lake/site unknown or not digitized),LacCore_Bell,LacCore_Bell,core,,,,,LacCoreID: KELTS-BL96-1A / FieldID: G / Date: 1996-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,2096,,3492
unknown,OJB09,OJB09-BC09-1A,81,Country: Canada / State/Province: Quebec / County/Region: ,Beauchetel Lake,lake,OJB09,BC,1,A,1A,BC01,OJB09-BC09-1A,unknown,20090301,30.2,Canada,Quebec,,"Justin Stroup, Andy Breckenridge, Thomas Lowell",48.15545,-79.12148333,272,exact (read from GPS),University of Cinncinnati,LacCore_MRPH,core,,30,34.5,PI,LacCoreID: OJB09-BC09-1A / FieldID: BC01 / Date: 2009-03-01 / Water Depth: 30.2m / Sediment Depth: 30-34.5m / Position: exact (read from GPS) / Sample Type: core,2878,,3207
unknown,OJB09,OJB09-BC09-1B,82,Country: Canada / State/Province: Quebec / County/Region: ,Beauchetel Lake,lake,OJB09,BC,1,B,1B,BC02,OJB09-BC09-1B,unknown,20090301,30.2,Canada,Quebec,,"Justin Stroup, Andy Breckenridge, Thomas Lowell",48.15545,-79.12148333,272,exact (read from GPS),University of Cinncinnati,LacCore_MRPH,core,,30.75,42.75,PI,LacCoreID: OJB09-BC09-1B / FieldID: BC02 / Date: 2009-03-01 / Water Depth: 30.2m / Sediment Depth: 30.75-42.75m / Position: exact (read from GPS) / Sample Type: core,2879,,3208
unknown,43,43-160xx-1A,83,Country: USA / State/Province: Wisconsin / County/Region: Oconto,Beaver Lake,lake,43,160,1,A,1A,,43-160xx-1A,unknown,,6.2,USA,Wisconsin,Oconto,"Margaret Davis, Kerry Woods",44.9194,-88.1567,228,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,,0,6,"Bell, Publication",LacCoreID: 43-160xx-1A / FieldID:  / Date:  / Water Depth: 6.2m / Sediment Depth: 0-6m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,119,,3835
unknown,46,46-BVL00-1A,84,Country: USA / State/Province: Montana / County/Region: Flathead,Beaver Lake,lake,46,BVL,1,A,1A,A,46-BVL00-1A,unknown,20001231,,USA,Montana,Flathead,,48.433333,-114.416667,995,general (location within lake/site unknown or not digitized),,,core,,,,,LacCoreID: 46-BVL00-1A / FieldID: A / Date: 2000-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,142,,
unknown,46,46-BVL00-2A,85,Country: USA / State/Province: Montana / County/Region: Flathead,Beaver Lake,lake,46,BVL,2,A,2A,B,46-BVL00-2A,unknown,20001231,,USA,Montana,Flathead,,48.433333,-114.416667,995,general (location within lake/site unknown or not digitized),,,core,,,,,LacCoreID: 46-BVL00-2A / FieldID: B / Date: 2000-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,143,,
unknown,46,46-BVL00-3A,86,Country: USA / State/Province: Montana / County/Region: Flathead,Beaver Lake,lake,46,BVL,3,A,3A,C,46-BVL00-3A,unknown,20001231,,USA,Montana,Flathead,,48.433333,-114.416667,995,general (location within lake/site unknown or not digitized),,,core,,,,,LacCoreID: 46-BVL00-3A / FieldID: C / Date: 2000-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,144,,
unknown,46,46-BVL00-4A,87,Country: USA / State/Province: Montana / County/Region: Flathead,Beaver Lake,lake,46,BVL,4,A,4A,D,46-BVL00-4A,unknown,20001231,,USA,Montana,Flathead,,48.433333,-114.416667,995,general (location within lake/site unknown or not digitized),,,core,,,,,LacCoreID: 46-BVL00-4A / FieldID: D / Date: 2000-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,145,,
unknown,COOL,COOL-706-1A,88,Country: USA / State/Province: New Mexico / County/Region: Colfax,Beaver Pond,lake,COOL,7,1,A,1A,,COOL-706-1A,unknown,20061231,,USA,New Mexico,Colfax,Anna Henderson,36.35739,-105.28275,2638,exact (read from GPS),LacCore_CivE,LacCore_CivE,grab,,0,,PI,LacCoreID: COOL-706-1A / FieldID:  / Date: 2006-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: grab,830,,769
unknown,UARK,UARK-BEA07-1A,89,Country: USA / State/Province: Arkansas / County/Region: Benton,Beaver Reservior,reservoir,UARK,BEA,1,A,1A,Beaver,UARK-BEA07-1A,unknown,20070920,18,USA,Arkansas,Benton,"Byron Winston, Sonja Hausman",36.25865,-94.06734,343,exact (read from GPS),University of Arkansas,University of Arkansas,core,,0,0.86,PI,LacCoreID: UARK-BEA07-1A / FieldID: Beaver / Date: 2007-09-20 / Water Depth: 18m / Sediment Depth: 0-0.86m / Position: exact (read from GPS) / Sample Type: core,3615,,1467
ice,ABBA,ABBA-BB00-1A,90,Country: USA / State/Province: Vermont / County/Region: Rutland,Beebe Pond,lake,ABBA,BB,1,A,1A,,ABBA-BB00-1A,ice,20001231,,USA,Vermont,Rutland,"Anders Noren, Paul Bierman, Andrea Lini",43.73597,-73.18141,188,exact (read from GPS),UVM,UVM,core,,,,PI,LacCoreID: ABBA-BB00-1A / FieldID:  / Date: 2000-12-31 / Water Depth: m / Sediment Depth: -m / Position: exact (read from GPS) / Sample Type: core,206,,463
unknown,SCONI,SCONI-BEN98-1A,91,Country: USA / State/Province: Wisconsin / County/Region: Burnett,Benach Lake,lake,SCONI,BEN,1,A,1A,,SCONI-BEN98-1A,unknown,19981231,,USA,Wisconsin,Burnett,Amy Myrbo,45.9278,-92.2561,297,exact (read from GPS),LacCore_Bell,unknown,core,,,,PI,LacCoreID: SCONI-BEN98-1A / FieldID:  / Date: 1998-12-31 / Water Depth: m / Sediment Depth: -m / Position: exact (read from GPS) / Sample Type: core,3200,,404
